idx,ts,d1,d2,winner
302,2021-05-26 17:01:26,Rank5,SkyStriker,SkyStriker
303,2021-05-26 17:01:35,Beater,Rank5,Rank5
304,2021-05-26 17:01:40,MokeyMokey,Rank5,Rank5
305,2021-05-26 17:01:45,Rank5,Yosenju,Rank5
306,2021-05-26 17:01:51,Mathmech,Rank5,Mathmech
307,2021-05-26 17:01:59,Dragunity,Rank5,Rank5
308,2021-05-26 17:02:43,ChainBurn,Rank5,ChainBurn
309,2021-05-26 17:02:52,Nekroz,Rank5,Rank5
310,2021-05-26 17:03:31,Blackwing,Rank5,Rank5
311,2021-05-26 17:03:36,LightswornShaddoldinosour,Rank5,Rank5
312,2021-05-26 17:03:40,Evilswarm,Rank5,Evilswarm
313,2021-05-26 17:03:45,Level8,Rank5,Rank5
314,2021-05-26 17:03:56,Graydle,Rank5,Rank5
315,2021-05-26 17:04:00,Rank5,Trickstar,Trickstar
316,2021-05-26 17:04:11,Rainbow,Rank5,Rank5
317,2021-05-26 17:04:21,Rank5,Salamangreat,Salamangreat
318,2021-05-26 17:04:27,Lightsworn,Rank5,Rank5
319,2021-05-26 17:04:32,Orcust,Rank5,Orcust
320,2021-05-26 17:04:35,Gravekeeper,Rank5,Rank5
321,2021-05-26 17:04:49,BlueEyes,Rank5,Rank5
322,2021-05-26 17:04:53,Rank5,ST1732,Rank5
323,2021-05-26 17:05:00,CyberDragon,Rank5,Rank5
324,2021-05-26 17:05:10,BlueEyesMaxDragon,Rank5,Rank5
325,2021-05-26 17:05:18,OldSchool,Rank5,Rank5
326,2021-05-26 17:05:22,Phantasm,Rank5,Phantasm
327,2021-05-26 17:05:27,Horus,Rank5,Rank5
328,2021-05-26 17:05:41,Qliphort,Rank5,Qliphort
329,2021-05-26 17:05:47,GrenMajuThunderBoarder,Rank5,GrenMajuThunderBoarder
330,2021-05-26 17:05:53,Burn,Rank5,Rank5
331,2021-05-26 17:06:01,MokeyMokeyKing,Rank5,Rank5
332,2021-05-26 17:06:08,PureWinds,Rank5,PureWinds
333,2021-05-26 17:06:20,ToadallyAwesome,ZexalWeapons,ToadallyAwesome
334,2021-05-26 17:06:27,SkyStriker,ToadallyAwesome,ToadallyAwesome
335,2021-05-26 17:06:35,Beater,ToadallyAwesome,ToadallyAwesome
336,2021-05-26 17:06:39,MokeyMokey,ToadallyAwesome,ToadallyAwesome
337,2021-05-26 17:06:43,ToadallyAwesome,Yosenju,Yosenju
338,2021-05-26 17:06:50,Mathmech,ToadallyAwesome,ToadallyAwesome
339,2021-05-26 17:06:53,Dragunity,ToadallyAwesome,ToadallyAwesome
340,2021-05-26 17:07:16,ChainBurn,ToadallyAwesome,ChainBurn
341,2021-05-26 17:07:27,Nekroz,ToadallyAwesome,ToadallyAwesome
342,2021-05-26 17:07:34,Blackwing,ToadallyAwesome,ToadallyAwesome
343,2021-05-26 17:07:39,LightswornShaddoldinosour,ToadallyAwesome,LightswornShaddoldinosour
344,2021-05-26 17:07:44,Evilswarm,ToadallyAwesome,ToadallyAwesome
345,2021-05-26 17:07:50,Level8,ToadallyAwesome,ToadallyAwesome
346,2021-05-26 17:07:58,Graydle,ToadallyAwesome,ToadallyAwesome
347,2021-05-26 17:08:04,ToadallyAwesome,Trickstar,Trickstar
348,2021-05-26 17:08:08,Rainbow,ToadallyAwesome,Rainbow
349,2021-05-26 17:08:15,Salamangreat,ToadallyAwesome,ToadallyAwesome
350,2021-05-26 17:08:19,Lightsworn,ToadallyAwesome,ToadallyAwesome
351,2021-05-26 17:08:23,Orcust,ToadallyAwesome,Orcust
352,2021-05-26 17:08:32,Gravekeeper,ToadallyAwesome,ToadallyAwesome
353,2021-05-26 17:08:39,BlueEyes,ToadallyAwesome,BlueEyes
354,2021-05-26 17:08:49,ST1732,ToadallyAwesome,ToadallyAwesome
355,2021-05-26 17:08:55,CyberDragon,ToadallyAwesome,ToadallyAwesome
356,2021-05-26 17:09:03,BlueEyesMaxDragon,ToadallyAwesome,ToadallyAwesome
357,2021-05-26 17:09:07,OldSchool,ToadallyAwesome,ToadallyAwesome
358,2021-05-26 17:09:22,Phantasm,ToadallyAwesome,Phantasm
359,2021-05-26 17:09:26,Horus,ToadallyAwesome,ToadallyAwesome
360,2021-05-26 17:09:30,Qliphort,ToadallyAwesome,Qliphort
361,2021-05-26 17:09:42,GrenMajuThunderBoarder,ToadallyAwesome,ToadallyAwesome
362,2021-05-26 17:09:51,Burn,ToadallyAwesome,Burn
363,2021-05-26 17:09:56,MokeyMokeyKing,ToadallyAwesome,ToadallyAwesome
364,2021-05-26 17:10:07,PureWinds,ToadallyAwesome,PureWinds
365,2021-05-26 17:10:12,SkyStriker,ZexalWeapons,SkyStriker
366,2021-05-26 17:10:16,Beater,ZexalWeapons,ZexalWeapons
367,2021-05-26 17:10:22,MokeyMokey,ZexalWeapons,ZexalWeapons
368,2021-05-26 17:10:25,Yosenju,ZexalWeapons,Yosenju
369,2021-05-26 17:10:28,Mathmech,ZexalWeapons,ZexalWeapons
370,2021-05-26 17:10:31,Dragunity,ZexalWeapons,ZexalWeapons
371,2021-05-26 17:10:48,ChainBurn,ZexalWeapons,ChainBurn
372,2021-05-26 17:10:54,Nekroz,ZexalWeapons,ZexalWeapons
373,2021-05-26 17:10:59,Blackwing,ZexalWeapons,ZexalWeapons
374,2021-05-26 17:11:03,LightswornShaddoldinosour,ZexalWeapons,ZexalWeapons
375,2021-05-26 17:11:59,Evilswarm,ZexalWeapons,ZexalWeapons
376,2021-05-26 17:12:07,Level8,ZexalWeapons,Level8
377,2021-05-26 17:12:10,Graydle,ZexalWeapons,ZexalWeapons
378,2021-05-26 17:12:21,Trickstar,ZexalWeapons,ZexalWeapons
379,2021-05-26 17:12:28,Rainbow,ZexalWeapons,Rainbow
380,2021-05-26 17:12:37,Salamangreat,ZexalWeapons,Salamangreat
381,2021-05-26 17:12:41,Lightsworn,ZexalWeapons,ZexalWeapons
382,2021-05-26 17:12:46,Orcust,ZexalWeapons,Orcust
383,2021-05-26 17:12:52,Gravekeeper,ZexalWeapons,Gravekeeper
384,2021-05-26 17:13:10,BlueEyes,ZexalWeapons,BlueEyes
385,2021-05-26 17:13:15,ST1732,ZexalWeapons,ZexalWeapons
386,2021-05-26 17:13:21,CyberDragon,ZexalWeapons,ZexalWeapons
387,2021-05-26 17:13:25,BlueEyesMaxDragon,ZexalWeapons,ZexalWeapons
388,2021-05-26 17:13:30,OldSchool,ZexalWeapons,ZexalWeapons
389,2021-05-26 17:13:38,Phantasm,ZexalWeapons,Phantasm
390,2021-05-26 17:13:41,Horus,ZexalWeapons,Horus
391,2021-05-26 17:13:48,Qliphort,ZexalWeapons,ZexalWeapons
392,2021-05-26 17:14:04,GrenMajuThunderBoarder,ZexalWeapons,ZexalWeapons
393,2021-05-26 17:14:11,Burn,ZexalWeapons,ZexalWeapons
394,2021-05-26 17:14:13,MokeyMokeyKing,ZexalWeapons,ZexalWeapons
395,2021-05-26 17:14:25,PureWinds,ZexalWeapons,ZexalWeapons
396,2021-05-26 17:14:31,Beater,SkyStriker,SkyStriker
397,2021-05-26 17:14:39,MokeyMokey,SkyStriker,SkyStriker
398,2021-05-26 17:14:45,SkyStriker,Yosenju,Yosenju
399,2021-05-26 17:14:58,Mathmech,SkyStriker,Mathmech
400,2021-05-26 17:15:05,Dragunity,SkyStriker,SkyStriker
401,2021-05-26 17:15:40,ChainBurn,SkyStriker,ChainBurn
402,2021-05-26 17:15:46,Nekroz,SkyStriker,SkyStriker
403,2021-05-26 17:15:55,Blackwing,SkyStriker,SkyStriker
404,2021-05-26 17:16:08,LightswornShaddoldinosour,SkyStriker,LightswornShaddoldinosour
405,2021-05-26 17:16:20,Evilswarm,SkyStriker,SkyStriker
406,2021-05-26 17:16:36,Level8,SkyStriker,Level8
407,2021-05-26 17:16:56,Graydle,SkyStriker,Graydle
408,2021-05-26 17:17:05,SkyStriker,Trickstar,Trickstar
409,2021-05-26 17:42:06,Rainbow,SkyStriker,Rainbow
410,2021-05-26 17:42:18,Salamangreat,SkyStriker,Salamangreat
411,2021-05-26 17:42:25,Lightsworn,SkyStriker,SkyStriker
412,2021-05-26 17:42:41,Orcust,SkyStriker,Orcust
413,2021-05-26 17:42:49,Gravekeeper,SkyStriker,SkyStriker
414,2021-05-26 17:43:01,BlueEyes,SkyStriker,SkyStriker
415,2021-05-26 17:43:12,ST1732,SkyStriker,SkyStriker
416,2021-05-26 17:43:23,CyberDragon,SkyStriker,SkyStriker
417,2021-05-26 17:43:29,BlueEyesMaxDragon,SkyStriker,BlueEyesMaxDragon
418,2021-05-26 17:43:35,OldSchool,SkyStriker,SkyStriker
419,2021-05-26 17:43:49,Phantasm,SkyStriker,Phantasm
420,2021-05-26 17:43:59,Horus,SkyStriker,SkyStriker
421,2021-05-26 17:44:07,Qliphort,SkyStriker,Qliphort
422,2021-05-26 17:44:29,GrenMajuThunderBoarder,SkyStriker,GrenMajuThunderBoarder
423,2021-05-26 17:44:45,Burn,SkyStriker,Burn
424,2021-05-26 17:45:00,MokeyMokeyKing,SkyStriker,MokeyMokeyKing
425,2021-05-26 17:45:11,PureWinds,SkyStriker,PureWinds
426,2021-05-26 17:45:15,Beater,MokeyMokey,Beater
427,2021-05-26 17:45:19,Beater,Yosenju,Yosenju
428,2021-05-26 17:45:31,Beater,Mathmech,Mathmech
429,2021-05-26 17:45:43,Beater,Dragunity,Dragunity
430,2021-05-26 17:46:17,Beater,ChainBurn,ChainBurn
431,2021-05-26 17:46:34,Beater,Nekroz,Nekroz
432,2021-05-26 17:46:57,Beater,Blackwing,Blackwing
433,2021-05-26 17:47:01,Beater,LightswornShaddoldinosour,Beater
434,2021-05-26 17:47:07,Beater,Evilswarm,Evilswarm
435,2021-05-26 17:47:17,Beater,Level8,Level8
436,2021-05-26 17:47:25,Beater,Graydle,Graydle
437,2021-05-26 17:47:30,Beater,Trickstar,Trickstar
438,2021-05-26 17:47:34,Beater,Rainbow,Rainbow
439,2021-05-26 17:47:40,Beater,Salamangreat,Salamangreat
440,2021-05-26 17:47:43,Beater,Lightsworn,Beater
441,2021-05-26 17:47:49,Beater,Orcust,Orcust
442,2021-05-26 17:47:53,Beater,Gravekeeper,Gravekeeper
443,2021-05-26 17:48:02,Beater,BlueEyes,BlueEyes
444,2021-05-26 17:48:08,Beater,ST1732,ST1732
445,2021-05-26 17:48:14,Beater,CyberDragon,CyberDragon
446,2021-05-26 17:48:17,Beater,BlueEyesMaxDragon,BlueEyesMaxDragon
447,2021-05-26 17:48:21,Beater,OldSchool,OldSchool
448,2021-05-26 17:48:25,Beater,Phantasm,Phantasm
449,2021-05-26 17:48:34,Beater,Horus,Horus
450,2021-05-26 17:48:38,Beater,Qliphort,Qliphort
451,2021-05-26 17:48:59,Beater,GrenMajuThunderBoarder,Beater
452,2021-05-26 17:49:04,Beater,Burn,Burn
453,2021-05-26 17:49:18,Beater,MokeyMokeyKing,Beater
454,2021-05-26 17:49:24,Beater,PureWinds,PureWinds
455,2021-05-26 17:49:27,MokeyMokey,Yosenju,Yosenju
456,2021-05-26 17:49:52,Mathmech,MokeyMokey,Mathmech
457,2021-05-26 17:49:56,Dragunity,MokeyMokey,Dragunity
458,2021-05-26 17:50:20,ChainBurn,MokeyMokey,ChainBurn
459,2021-05-26 17:50:25,MokeyMokey,Nekroz,Nekroz
460,2021-05-26 17:50:27,Blackwing,MokeyMokey,Blackwing
461,2021-05-26 17:50:31,LightswornShaddoldinosour,MokeyMokey,LightswornShaddoldinosour
462,2021-05-26 17:50:36,Evilswarm,MokeyMokey,Evilswarm
463,2021-05-26 17:50:41,Level8,MokeyMokey,Level8
464,2021-05-26 17:50:51,Graydle,MokeyMokey,Graydle
465,2021-05-26 17:50:56,MokeyMokey,Trickstar,Trickstar
466,2021-05-26 17:50:59,MokeyMokey,Rainbow,Rainbow
467,2021-05-26 17:51:05,MokeyMokey,Salamangreat,Salamangreat
468,2021-05-26 17:51:09,Lightsworn,MokeyMokey,MokeyMokey
469,2021-05-26 17:51:16,MokeyMokey,Orcust,Orcust
470,2021-05-26 17:51:20,Gravekeeper,MokeyMokey,Gravekeeper
471,2021-05-26 17:51:23,BlueEyes,MokeyMokey,BlueEyes
472,2021-05-26 17:51:27,MokeyMokey,ST1732,ST1732
473,2021-05-26 17:51:30,CyberDragon,MokeyMokey,CyberDragon
474,2021-05-26 17:51:33,BlueEyesMaxDragon,MokeyMokey,BlueEyesMaxDragon
475,2021-05-26 17:51:37,MokeyMokey,OldSchool,OldSchool
476,2021-05-26 17:51:40,MokeyMokey,Phantasm,Phantasm
477,2021-05-26 17:51:44,Horus,MokeyMokey,Horus
478,2021-05-26 17:51:48,MokeyMokey,Qliphort,Qliphort
479,2021-05-26 17:51:55,GrenMajuThunderBoarder,MokeyMokey,GrenMajuThunderBoarder
480,2021-05-26 17:51:58,Burn,MokeyMokey,Burn
481,2021-05-26 17:52:03,MokeyMokey,MokeyMokeyKing,MokeyMokeyKing
482,2021-05-26 17:52:07,MokeyMokey,PureWinds,PureWinds
483,2021-05-26 17:52:10,Mathmech,Yosenju,Yosenju
484,2021-05-26 17:52:12,Dragunity,Yosenju,Yosenju
485,2021-05-26 17:52:15,ChainBurn,Yosenju,Yosenju
486,2021-05-26 17:52:17,Nekroz,Yosenju,Yosenju
487,2021-05-26 17:52:22,Blackwing,Yosenju,Yosenju
488,2021-05-26 17:52:25,LightswornShaddoldinosour,Yosenju,Yosenju
489,2021-05-26 17:52:28,Evilswarm,Yosenju,Yosenju
490,2021-05-26 17:52:31,Level8,Yosenju,Yosenju
491,2021-05-26 17:52:50,Graydle,Yosenju,Yosenju
492,2021-05-26 17:52:56,Trickstar,Yosenju,Yosenju
493,2021-05-26 17:52:59,Rainbow,Yosenju,Yosenju
494,2021-05-26 17:53:07,Salamangreat,Yosenju,Salamangreat
495,2021-05-26 17:53:10,Lightsworn,Yosenju,Yosenju
496,2021-05-26 17:53:15,Orcust,Yosenju,Orcust
497,2021-05-26 17:53:18,Gravekeeper,Yosenju,Yosenju
498,2021-05-26 17:53:27,BlueEyes,Yosenju,BlueEyes
499,2021-05-26 17:53:30,ST1732,Yosenju,Yosenju
500,2021-05-26 17:53:33,CyberDragon,Yosenju,Yosenju
501,2021-05-26 17:53:39,BlueEyesMaxDragon,Yosenju,Yosenju
502,2021-05-26 17:53:43,OldSchool,Yosenju,Yosenju
503,2021-05-26 17:53:46,Phantasm,Yosenju,Yosenju
504,2021-05-26 17:53:48,Horus,Yosenju,Yosenju
505,2021-05-26 17:53:52,Qliphort,Yosenju,Yosenju
506,2021-05-26 17:54:01,GrenMajuThunderBoarder,Yosenju,GrenMajuThunderBoarder
507,2021-05-26 17:54:04,Burn,Yosenju,Yosenju
508,2021-05-26 17:54:06,MokeyMokeyKing,Yosenju,Yosenju
509,2021-05-26 17:54:11,PureWinds,Yosenju,PureWinds
510,2021-05-26 17:54:17,Dragunity,Mathmech,Mathmech
511,2021-05-26 17:54:41,ChainBurn,Mathmech,ChainBurn
512,2021-05-26 17:54:45,Mathmech,Nekroz,Mathmech
513,2021-05-26 17:55:04,Blackwing,Mathmech,Blackwing
514,2021-05-26 17:55:07,LightswornShaddoldinosour,Mathmech,Mathmech
515,2021-05-26 17:55:11,Evilswarm,Mathmech,Mathmech
516,2021-05-26 17:55:16,Level8,Mathmech,Mathmech
517,2021-05-26 17:55:29,Graydle,Mathmech,Mathmech
518,2021-05-26 17:55:38,Mathmech,Trickstar,Mathmech
519,2021-05-26 17:55:44,Mathmech,Rainbow,Mathmech
520,2021-05-26 17:55:54,Mathmech,Salamangreat,Salamangreat
521,2021-05-26 17:55:58,Lightsworn,Mathmech,Mathmech
522,2021-05-26 17:56:03,Mathmech,Orcust,Orcust
523,2021-05-26 17:56:10,Gravekeeper,Mathmech,Gravekeeper
524,2021-05-26 17:56:15,BlueEyes,Mathmech,Mathmech
525,2021-05-26 17:56:18,Mathmech,ST1732,ST1732
526,2021-05-26 17:56:29,CyberDragon,Mathmech,Mathmech
527,2021-05-26 17:56:33,BlueEyesMaxDragon,Mathmech,BlueEyesMaxDragon
528,2021-05-26 17:56:38,Mathmech,OldSchool,Mathmech
529,2021-05-26 17:56:47,Mathmech,Phantasm,Phantasm
530,2021-05-26 17:56:52,Horus,Mathmech,Mathmech
531,2021-05-26 17:56:59,Mathmech,Qliphort,Mathmech
532,2021-05-26 17:57:08,GrenMajuThunderBoarder,Mathmech,GrenMajuThunderBoarder
533,2021-05-26 17:57:16,Burn,Mathmech,Mathmech
534,2021-05-26 17:57:21,Mathmech,MokeyMokeyKing,Mathmech
535,2021-05-26 17:57:30,Mathmech,PureWinds,PureWinds
536,2021-05-26 17:58:13,ChainBurn,Dragunity,ChainBurn
537,2021-05-26 17:58:18,Dragunity,Nekroz,Dragunity
538,2021-05-26 17:58:21,Blackwing,Dragunity,Blackwing
539,2021-05-26 17:58:24,Dragunity,LightswornShaddoldinosour,Dragunity
540,2021-05-26 17:58:29,Dragunity,Evilswarm,Evilswarm
541,2021-05-26 17:58:35,Dragunity,Level8,Level8
542,2021-05-26 17:58:44,Dragunity,Graydle,Graydle
543,2021-05-26 17:58:48,Dragunity,Trickstar,Trickstar
544,2021-05-26 17:58:52,Dragunity,Rainbow,Rainbow
545,2021-05-26 17:59:01,Dragunity,Salamangreat,Salamangreat
546,2021-05-26 17:59:04,Dragunity,Lightsworn,Dragunity
547,2021-05-26 17:59:08,Dragunity,Orcust,Orcust
548,2021-05-26 17:59:12,Dragunity,Gravekeeper,Gravekeeper
549,2021-05-26 17:59:16,BlueEyes,Dragunity,BlueEyes
550,2021-05-26 17:59:19,Dragunity,ST1732,ST1732
551,2021-05-26 17:59:25,CyberDragon,Dragunity,CyberDragon
552,2021-05-26 17:59:29,BlueEyesMaxDragon,Dragunity,BlueEyesMaxDragon
553,2021-05-26 17:59:32,Dragunity,OldSchool,OldSchool
554,2021-05-26 17:59:35,Dragunity,Phantasm,Phantasm
555,2021-05-26 17:59:38,Dragunity,Horus,Horus
556,2021-05-26 17:59:42,Dragunity,Qliphort,Qliphort
557,2021-05-26 17:59:57,Dragunity,GrenMajuThunderBoarder,GrenMajuThunderBoarder
558,2021-05-26 18:00:00,Burn,Dragunity,Burn
559,2021-05-26 18:00:03,Dragunity,MokeyMokeyKing,MokeyMokeyKing
560,2021-05-26 18:00:07,Dragunity,PureWinds,PureWinds
561,2021-05-26 18:00:44,ChainBurn,Nekroz,ChainBurn
562,2021-05-26 18:01:22,Blackwing,ChainBurn,ChainBurn
563,2021-05-26 18:01:26,ChainBurn,LightswornShaddoldinosour,ChainBurn
564,2021-05-26 18:01:31,ChainBurn,Evilswarm,Evilswarm
565,2021-05-26 18:01:55,ChainBurn,Level8,Level8
566,2021-05-26 18:02:07,ChainBurn,Graydle,Graydle
567,2021-05-26 18:02:17,ChainBurn,Trickstar,ChainBurn
568,2021-05-26 18:02:24,ChainBurn,Rainbow,Rainbow
569,2021-05-26 18:03:04,ChainBurn,Salamangreat,Salamangreat
570,2021-05-26 18:03:25,ChainBurn,Lightsworn,ChainBurn
571,2021-05-26 18:03:36,ChainBurn,Orcust,Orcust
572,2021-05-26 18:04:20,ChainBurn,Gravekeeper,ChainBurn
573,2021-05-26 18:04:23,BlueEyes,ChainBurn,BlueEyes
574,2021-05-26 18:05:01,ChainBurn,ST1732,ChainBurn
575,2021-05-26 18:05:17,ChainBurn,CyberDragon,ChainBurn
576,2021-05-26 18:05:20,BlueEyesMaxDragon,ChainBurn,BlueEyesMaxDragon
577,2021-05-26 18:05:45,ChainBurn,OldSchool,OldSchool
578,2021-05-26 18:06:03,ChainBurn,Phantasm,ChainBurn
579,2021-05-26 18:06:38,ChainBurn,Horus,ChainBurn
580,2021-05-26 18:07:03,ChainBurn,Qliphort,ChainBurn
581,2021-05-26 18:07:14,ChainBurn,GrenMajuThunderBoarder,GrenMajuThunderBoarder
582,2021-05-26 18:07:26,Burn,ChainBurn,ChainBurn
583,2021-05-26 18:07:53,ChainBurn,MokeyMokeyKing,ChainBurn
584,2021-05-26 18:08:25,ChainBurn,PureWinds,PureWinds
585,2021-05-26 18:08:29,Blackwing,Nekroz,Blackwing
586,2021-05-26 18:08:32,LightswornShaddoldinosour,Nekroz,Nekroz
587,2021-05-26 18:08:37,Evilswarm,Nekroz,Evilswarm
588,2021-05-26 18:08:43,Level8,Nekroz,Level8
589,2021-05-26 18:09:01,Graydle,Nekroz,Graydle
590,2021-05-26 18:09:05,Nekroz,Trickstar,Trickstar
591,2021-05-26 18:09:11,Nekroz,Rainbow,Rainbow
592,2021-05-26 18:09:20,Nekroz,Salamangreat,Salamangreat
593,2021-05-26 18:09:23,Lightsworn,Nekroz,Nekroz
594,2021-05-26 18:09:29,Nekroz,Orcust,Orcust
595,2021-05-26 18:09:33,Gravekeeper,Nekroz,Gravekeeper
596,2021-05-26 18:09:37,BlueEyes,Nekroz,BlueEyes
597,2021-05-26 18:09:42,Nekroz,ST1732,ST1732
598,2021-05-26 18:09:46,CyberDragon,Nekroz,CyberDragon
599,2021-05-26 18:09:49,BlueEyesMaxDragon,Nekroz,BlueEyesMaxDragon
600,2021-05-26 18:09:53,Nekroz,OldSchool,OldSchool
601,2021-05-26 18:09:57,Nekroz,Phantasm,Phantasm
602,2021-05-26 18:10:02,Horus,Nekroz,Horus
603,2021-05-26 18:10:05,Nekroz,Qliphort,Qliphort
604,2021-05-26 18:10:13,GrenMajuThunderBoarder,Nekroz,GrenMajuThunderBoarder
605,2021-05-26 18:10:17,Burn,Nekroz,Burn
606,2021-05-26 18:10:21,MokeyMokeyKing,Nekroz,MokeyMokeyKing
607,2021-05-26 18:10:25,Nekroz,PureWinds,PureWinds
608,2021-05-26 18:10:28,Blackwing,LightswornShaddoldinosour,Blackwing
609,2021-05-26 18:10:34,Blackwing,Evilswarm,Evilswarm
610,2021-05-26 18:10:37,Blackwing,Level8,Blackwing
611,2021-05-26 18:10:48,Blackwing,Graydle,Graydle
612,2021-05-26 18:10:53,Blackwing,Trickstar,Trickstar
613,2021-05-26 18:10:58,Blackwing,Rainbow,Rainbow
614,2021-05-26 18:11:06,Blackwing,Salamangreat,Salamangreat
615,2021-05-26 18:11:09,Blackwing,Lightsworn,Blackwing
616,2021-05-26 18:11:14,Blackwing,Orcust,Orcust
617,2021-05-26 18:11:19,Blackwing,Gravekeeper,Gravekeeper
618,2021-05-26 18:11:24,Blackwing,BlueEyes,BlueEyes
619,2021-05-26 18:11:29,Blackwing,ST1732,ST1732
620,2021-05-26 18:11:37,Blackwing,CyberDragon,Blackwing
621,2021-05-26 18:11:40,Blackwing,BlueEyesMaxDragon,BlueEyesMaxDragon
622,2021-05-26 18:11:56,Blackwing,OldSchool,OldSchool
623,2021-05-26 18:12:00,Blackwing,Phantasm,Phantasm
624,2021-05-26 18:12:04,Blackwing,Horus,Horus
625,2021-05-26 18:12:08,Blackwing,Qliphort,Qliphort
626,2021-05-26 18:12:28,Blackwing,GrenMajuThunderBoarder,Blackwing
627,2021-05-26 18:12:33,Blackwing,Burn,Blackwing
628,2021-05-26 18:12:36,Blackwing,MokeyMokeyKing,Blackwing
629,2021-05-26 18:12:42,Blackwing,PureWinds,PureWinds
630,2021-05-26 18:12:50,Evilswarm,LightswornShaddoldinosour,Evilswarm
631,2021-05-26 18:12:54,Level8,LightswornShaddoldinosour,Level8
632,2021-05-26 18:13:01,Graydle,LightswornShaddoldinosour,LightswornShaddoldinosour
633,2021-05-26 18:13:05,LightswornShaddoldinosour,Trickstar,Trickstar
634,2021-05-26 18:13:08,LightswornShaddoldinosour,Rainbow,Rainbow
635,2021-05-26 18:13:16,LightswornShaddoldinosour,Salamangreat,Salamangreat
636,2021-05-26 18:13:19,Lightsworn,LightswornShaddoldinosour,LightswornShaddoldinosour
637,2021-05-26 18:13:22,LightswornShaddoldinosour,Orcust,Orcust
638,2021-05-26 18:13:32,Gravekeeper,LightswornShaddoldinosour,LightswornShaddoldinosour
639,2021-05-26 18:13:38,BlueEyes,LightswornShaddoldinosour,BlueEyes
640,2021-05-26 18:13:44,LightswornShaddoldinosour,ST1732,LightswornShaddoldinosour
641,2021-05-26 18:13:47,CyberDragon,LightswornShaddoldinosour,CyberDragon
642,2021-05-26 18:13:54,BlueEyesMaxDragon,LightswornShaddoldinosour,LightswornShaddoldinosour
643,2021-05-26 18:13:59,LightswornShaddoldinosour,OldSchool,LightswornShaddoldinosour
644,2021-05-26 18:14:03,LightswornShaddoldinosour,Phantasm,Phantasm
645,2021-05-26 18:14:08,Horus,LightswornShaddoldinosour,LightswornShaddoldinosour
646,2021-05-26 18:14:12,LightswornShaddoldinosour,Qliphort,Qliphort
647,2021-05-26 18:14:22,GrenMajuThunderBoarder,LightswornShaddoldinosour,GrenMajuThunderBoarder
648,2021-05-26 18:14:25,Burn,LightswornShaddoldinosour,Burn
649,2021-05-26 18:14:30,LightswornShaddoldinosour,MokeyMokeyKing,LightswornShaddoldinosour
650,2021-05-26 18:14:39,LightswornShaddoldinosour,PureWinds,LightswornShaddoldinosour
651,2021-05-26 18:14:42,Evilswarm,Level8,Evilswarm
652,2021-05-26 18:14:57,Evilswarm,Graydle,Graydle
653,2021-05-26 18:15:06,Evilswarm,Trickstar,Trickstar
654,2021-05-26 18:15:21,Evilswarm,Rainbow,Rainbow
655,2021-05-26 18:15:29,Evilswarm,Salamangreat,Salamangreat
656,2021-05-26 18:15:32,Evilswarm,Lightsworn,Evilswarm
657,2021-05-26 18:15:36,Evilswarm,Orcust,Orcust
658,2021-05-26 18:15:41,Evilswarm,Gravekeeper,Gravekeeper
659,2021-05-26 18:15:48,BlueEyes,Evilswarm,Evilswarm
660,2021-05-26 18:16:04,Evilswarm,ST1732,ST1732
661,2021-05-26 18:16:11,CyberDragon,Evilswarm,Evilswarm
662,2021-05-26 18:16:13,BlueEyesMaxDragon,Evilswarm,BlueEyesMaxDragon
663,2021-05-26 18:16:19,Evilswarm,OldSchool,Evilswarm
664,2021-05-26 18:16:22,Evilswarm,Phantasm,Phantasm
665,2021-05-26 18:16:29,Evilswarm,Horus,Horus
666,2021-05-26 18:16:33,Evilswarm,Qliphort,Qliphort
667,2021-05-26 18:16:48,Evilswarm,GrenMajuThunderBoarder,GrenMajuThunderBoarder
668,2021-05-26 18:16:55,Burn,Evilswarm,Burn
669,2021-05-26 18:17:01,Evilswarm,MokeyMokeyKing,Evilswarm
670,2021-05-26 18:17:07,Evilswarm,PureWinds,PureWinds
671,2021-05-26 18:17:13,Graydle,Level8,Level8
672,2021-05-26 18:17:21,Level8,Trickstar,Trickstar
673,2021-05-26 18:17:26,Level8,Rainbow,Level8
674,2021-05-26 18:17:37,Level8,Salamangreat,Salamangreat
675,2021-05-26 18:17:42,Level8,Lightsworn,Level8
676,2021-05-26 18:17:52,Level8,Orcust,Level8
677,2021-05-26 18:17:57,Gravekeeper,Level8,Gravekeeper
678,2021-05-26 18:18:07,BlueEyes,Level8,BlueEyes
679,2021-05-26 18:18:10,Level8,ST1732,ST1732
680,2021-05-26 18:18:18,CyberDragon,Level8,Level8
681,2021-05-26 18:18:21,BlueEyesMaxDragon,Level8,BlueEyesMaxDragon
682,2021-05-26 18:18:28,Level8,OldSchool,Level8
683,2021-05-26 18:18:35,Level8,Phantasm,Phantasm
684,2021-05-26 18:18:43,Horus,Level8,Level8
685,2021-05-26 18:18:50,Level8,Qliphort,Level8
686,2021-05-26 18:19:07,GrenMajuThunderBoarder,Level8,GrenMajuThunderBoarder
687,2021-05-26 18:19:11,Burn,Level8,Level8
688,2021-05-26 18:19:17,Level8,MokeyMokeyKing,Level8
689,2021-05-26 18:19:21,Level8,PureWinds,PureWinds
690,2021-05-26 18:19:38,Graydle,Trickstar,Trickstar
